City_ID,City_Name,City_Weather_URL
787928,Miravci,http://api.openweathermap.org/data/2.5/weather?id=787928&APPID=6fb692f7f116da3300853ca46962f8b5
2875961,Loopstedt,http://api.openweathermap.org/data/2.5/weather?id=2875961&APPID=6fb692f7f116da3300853ca46962f8b5
2656952,Ashfordby,http://api.openweathermap.org/data/2.5/weather?id=2656952&APPID=6fb692f7f116da3300853ca46962f8b5
2885118,Kottingwörth,http://api.openweathermap.org/data/2.5/weather?id=2885118&APPID=6fb692f7f116da3300853ca46962f8b5
408801,Al Mayfaah,http://api.openweathermap.org/data/2.5/weather?id=408801&APPID=6fb692f7f116da3300853ca46962f8b5
4560233,Parkside,http://api.openweathermap.org/data/2.5/weather?id=4560233&APPID=6fb692f7f116da3300853ca46962f8b5
3904221,Sipe Sipe,http://api.openweathermap.org/data/2.5/weather?id=3904221&APPID=6fb692f7f116da3300853ca46962f8b5
2167425,Emerald,http://api.openweathermap.org/data/2.5/weather?id=2167425&APPID=6fb692f7f116da3300853ca46962f8b5
2176329,Bellbird,http://api.openweathermap.org/data/2.5/weather?id=2176329&APPID=6fb692f7f116da3300853ca46962f8b5
2913453,Gustebin,http://api.openweathermap.org/data/2.5/weather?id=2913453&APPID=6fb692f7f116da3300853ca46962f8b5
692749,Stari Bohorodchany,http://api.openweathermap.org/data/2.5/weather?id=692749&APPID=6fb692f7f116da3300853ca46962f8b5
2146293,Tooradin,http://api.openweathermap.org/data/2.5/weather?id=2146293&APPID=6fb692f7f116da3300853ca46962f8b5
6432300,Martignas-sur-Jalle,http://api.openweathermap.org/data/2.5/weather?id=6432300&APPID=6fb692f7f116da3300853ca46962f8b5
76147,Dhaybin,http://api.openweathermap.org/data/2.5/weather?id=76147&APPID=6fb692f7f116da3300853ca46962f8b5
2741411,Carregal,http://api.openweathermap.org/data/2.5/weather?id=2741411&APPID=6fb692f7f116da3300853ca46962f8b5
1783873,Zhumadian,http://api.openweathermap.org/data/2.5/weather?id=1783873&APPID=6fb692f7f116da3300853ca46962f8b5
7871861,Grimmenstein,http://api.openweathermap.org/data/2.5/weather?id=7871861&APPID=6fb692f7f116da3300853ca46962f8b5
733623,Asen,http://api.openweathermap.org/data/2.5/weather?id=733623&APPID=6fb692f7f116da3300853ca46962f8b5
513426,Ozernyy,http://api.openweathermap.org/data/2.5/weather?id=513426&APPID=6fb692f7f116da3300853ca46962f8b5
6294449,Binz,http://api.openweathermap.org/data/2.5/weather?id=6294449&APPID=6fb692f7f116da3300853ca46962f8b5
2805641,Wursterheide,http://api.openweathermap.org/data/2.5/weather?id=2805641&APPID=6fb692f7f116da3300853ca46962f8b5
6098930,Pascal,http://api.openweathermap.org/data/2.5/weather?id=6098930&APPID=6fb692f7f116da3300853ca46962f8b5
5354171,Greenfield,http://api.openweathermap.org/data/2.5/weather?id=5354171&APPID=6fb692f7f116da3300853ca46962f8b5
3125299,Cervera de los Montes,http://api.openweathermap.org/data/2.5/weather?id=3125299&APPID=6fb692f7f116da3300853ca46962f8b5
2282827,Oume,http://api.openweathermap.org/data/2.5/weather?id=2282827&APPID=6fb692f7f116da3300853ca46962f8b5
3526487,Jiquipilco,http://api.openweathermap.org/data/2.5/weather?id=3526487&APPID=6fb692f7f116da3300853ca46962f8b5
2957826,Altenbergen,http://api.openweathermap.org/data/2.5/weather?id=2957826&APPID=6fb692f7f116da3300853ca46962f8b5
2901509,Hohensaaten,http://api.openweathermap.org/data/2.5/weather?id=2901509&APPID=6fb692f7f116da3300853ca46962f8b5
1693047,Pondaguitan,http://api.openweathermap.org/data/2.5/weather?id=1693047&APPID=6fb692f7f116da3300853ca46962f8b5
4901015,Manteno,http://api.openweathermap.org/data/2.5/weather?id=4901015&APPID=6fb692f7f116da3300853ca46962f8b5
3086010,Siemkowice,http://api.openweathermap.org/data/2.5/weather?id=3086010&APPID=6fb692f7f116da3300853ca46962f8b5
8125829,Kamigyo-ku,http://api.openweathermap.org/data/2.5/weather?id=8125829&APPID=6fb692f7f116da3300853ca46962f8b5
2646963,High Etherley,http://api.openweathermap.org/data/2.5/weather?id=2646963&APPID=6fb692f7f116da3300853ca46962f8b5
3118161,Lodosa,http://api.openweathermap.org/data/2.5/weather?id=3118161&APPID=6fb692f7f116da3300853ca46962f8b5
3463326,Firminopolis,http://api.openweathermap.org/data/2.5/weather?id=3463326&APPID=6fb692f7f116da3300853ca46962f8b5
4106074,Clinton,http://api.openweathermap.org/data/2.5/weather?id=4106074&APPID=6fb692f7f116da3300853ca46962f8b5
3220941,Regierungsbezirk Gießen,http://api.openweathermap.org/data/2.5/weather?id=3220941&APPID=6fb692f7f116da3300853ca46962f8b5
761968,Pobitno,http://api.openweathermap.org/data/2.5/weather?id=761968&APPID=6fb692f7f116da3300853ca46962f8b5
6362098,Sollana,http://api.openweathermap.org/data/2.5/weather?id=6362098&APPID=6fb692f7f116da3300853ca46962f8b5
8014644,Paredes da Beira,http://api.openweathermap.org/data/2.5/weather?id=8014644&APPID=6fb692f7f116da3300853ca46962f8b5
5127179,Minoa,http://api.openweathermap.org/data/2.5/weather?id=5127179&APPID=6fb692f7f116da3300853ca46962f8b5
4553073,Tillman County,http://api.openweathermap.org/data/2.5/weather?id=4553073&APPID=6fb692f7f116da3300853ca46962f8b5
6557263,Westerheim,http://api.openweathermap.org/data/2.5/weather?id=6557263&APPID=6fb692f7f116da3300853ca46962f8b5
6942802,Inkerman,http://api.openweathermap.org/data/2.5/weather?id=6942802&APPID=6fb692f7f116da3300853ca46962f8b5
3095330,Koniecpol,http://api.openweathermap.org/data/2.5/weather?id=3095330&APPID=6fb692f7f116da3300853ca46962f8b5
2943697,Brotterode,http://api.openweathermap.org/data/2.5/weather?id=2943697&APPID=6fb692f7f116da3300853ca46962f8b5
3533473,Acamixtla,http://api.openweathermap.org/data/2.5/weather?id=3533473&APPID=6fb692f7f116da3300853ca46962f8b5
3853756,Ingenio San Pablo,http://api.openweathermap.org/data/2.5/weather?id=3853756&APPID=6fb692f7f116da3300853ca46962f8b5
2780260,Eichfeld,http://api.openweathermap.org/data/2.5/weather?id=2780260&APPID=6fb692f7f116da3300853ca46962f8b5
6432666,Sussargues,http://api.openweathermap.org/data/2.5/weather?id=6432666&APPID=6fb692f7f116da3300853ca46962f8b5
2871042,Mindelstetten,http://api.openweathermap.org/data/2.5/weather?id=2871042&APPID=6fb692f7f116da3300853ca46962f8b5
5393287,Santa Rosa,http://api.openweathermap.org/data/2.5/weather?id=5393287&APPID=6fb692f7f116da3300853ca46962f8b5
7871607,Oberpullendorf,http://api.openweathermap.org/data/2.5/weather?id=7871607&APPID=6fb692f7f116da3300853ca46962f8b5
7409942,Suradi Selatan,http://api.openweathermap.org/data/2.5/weather?id=7409942&APPID=6fb692f7f116da3300853ca46962f8b5
8133827,Dimos Komotini,http://api.openweathermap.org/data/2.5/weather?id=8133827&APPID=6fb692f7f116da3300853ca46962f8b5
3091598,Mnikow,http://api.openweathermap.org/data/2.5/weather?id=3091598&APPID=6fb692f7f116da3300853ca46962f8b5
4153132,Delray Beach,http://api.openweathermap.org/data/2.5/weather?id=4153132&APPID=6fb692f7f116da3300853ca46962f8b5
7602434,Schiersfeld,http://api.openweathermap.org/data/2.5/weather?id=7602434&APPID=6fb692f7f116da3300853ca46962f8b5
2619844,Horve,http://api.openweathermap.org/data/2.5/weather?id=2619844&APPID=6fb692f7f116da3300853ca46962f8b5
2832371,Siemerode,http://api.openweathermap.org/data/2.5/weather?id=2832371&APPID=6fb692f7f116da3300853ca46962f8b5
4111673,Freeman (historical),http://api.openweathermap.org/data/2.5/weather?id=4111673&APPID=6fb692f7f116da3300853ca46962f8b5
2988814,Paillange,http://api.openweathermap.org/data/2.5/weather?id=2988814&APPID=6fb692f7f116da3300853ca46962f8b5
1128186,Ru-ye Sang,http://api.openweathermap.org/data/2.5/weather?id=1128186&APPID=6fb692f7f116da3300853ca46962f8b5
3163948,Vomero,http://api.openweathermap.org/data/2.5/weather?id=3163948&APPID=6fb692f7f116da3300853ca46962f8b5
2829999,Sprockhof,http://api.openweathermap.org/data/2.5/weather?id=2829999&APPID=6fb692f7f116da3300853ca46962f8b5
6614351,Saint-Lô-d'Ourville,http://api.openweathermap.org/data/2.5/weather?id=6614351&APPID=6fb692f7f116da3300853ca46962f8b5
2649366,Fishponds,http://api.openweathermap.org/data/2.5/weather?id=2649366&APPID=6fb692f7f116da3300853ca46962f8b5
3404766,Buique,http://api.openweathermap.org/data/2.5/weather?id=3404766&APPID=6fb692f7f116da3300853ca46962f8b5
474926,Verkhniy Lomov,http://api.openweathermap.org/data/2.5/weather?id=474926&APPID=6fb692f7f116da3300853ca46962f8b5
3033294,Bernes-sur-Oise,http://api.openweathermap.org/data/2.5/weather?id=3033294&APPID=6fb692f7f116da3300853ca46962f8b5
3473267,Abaete,http://api.openweathermap.org/data/2.5/weather?id=3473267&APPID=6fb692f7f116da3300853ca46962f8b5
6535193,Castrezzato,http://api.openweathermap.org/data/2.5/weather?id=6535193&APPID=6fb692f7f116da3300853ca46962f8b5
5122833,Johnstown,http://api.openweathermap.org/data/2.5/weather?id=5122833&APPID=6fb692f7f116da3300853ca46962f8b5
617501,Raionul Rezina,http://api.openweathermap.org/data/2.5/weather?id=617501&APPID=6fb692f7f116da3300853ca46962f8b5
3028541,Arrondissement de Carpentras,http://api.openweathermap.org/data/2.5/weather?id=3028541&APPID=6fb692f7f116da3300853ca46962f8b5
4618507,Dodson Branch,http://api.openweathermap.org/data/2.5/weather?id=4618507&APPID=6fb692f7f116da3300853ca46962f8b5
3403200,Capela,http://api.openweathermap.org/data/2.5/weather?id=3403200&APPID=6fb692f7f116da3300853ca46962f8b5
6552857,Wiefelstede,http://api.openweathermap.org/data/2.5/weather?id=6552857&APPID=6fb692f7f116da3300853ca46962f8b5
2031403,Erdenetsogt,http://api.openweathermap.org/data/2.5/weather?id=2031403&APPID=6fb692f7f116da3300853ca46962f8b5
2748329,Randwijk,http://api.openweathermap.org/data/2.5/weather?id=2748329&APPID=6fb692f7f116da3300853ca46962f8b5
6448861,Cagnotte,http://api.openweathermap.org/data/2.5/weather?id=6448861&APPID=6fb692f7f116da3300853ca46962f8b5
1801970,Luodian,http://api.openweathermap.org/data/2.5/weather?id=1801970&APPID=6fb692f7f116da3300853ca46962f8b5
3093394,Linia,http://api.openweathermap.org/data/2.5/weather?id=3093394&APPID=6fb692f7f116da3300853ca46962f8b5
706466,Khartsyzsk,http://api.openweathermap.org/data/2.5/weather?id=706466&APPID=6fb692f7f116da3300853ca46962f8b5
1493523,Rostovka,http://api.openweathermap.org/data/2.5/weather?id=1493523&APPID=6fb692f7f116da3300853ca46962f8b5
2811022,Wenze,http://api.openweathermap.org/data/2.5/weather?id=2811022&APPID=6fb692f7f116da3300853ca46962f8b5
3122452,Figueras,http://api.openweathermap.org/data/2.5/weather?id=3122452&APPID=6fb692f7f116da3300853ca46962f8b5
308221,Kemer,http://api.openweathermap.org/data/2.5/weather?id=308221&APPID=6fb692f7f116da3300853ca46962f8b5
3685200,Distraccion,http://api.openweathermap.org/data/2.5/weather?id=3685200&APPID=6fb692f7f116da3300853ca46962f8b5
3108131,Terroba,http://api.openweathermap.org/data/2.5/weather?id=3108131&APPID=6fb692f7f116da3300853ca46962f8b5
2087894,Rabaul,http://api.openweathermap.org/data/2.5/weather?id=2087894&APPID=6fb692f7f116da3300853ca46962f8b5
2792413,Liege,http://api.openweathermap.org/data/2.5/weather?id=2792413&APPID=6fb692f7f116da3300853ca46962f8b5
3130077,Andés,http://api.openweathermap.org/data/2.5/weather?id=3130077&APPID=6fb692f7f116da3300853ca46962f8b5
3204816,Andrijevica,http://api.openweathermap.org/data/2.5/weather?id=3204816&APPID=6fb692f7f116da3300853ca46962f8b5
2989058,Oudon,http://api.openweathermap.org/data/2.5/weather?id=2989058&APPID=6fb692f7f116da3300853ca46962f8b5
3175786,Grosseto,http://api.openweathermap.org/data/2.5/weather?id=3175786&APPID=6fb692f7f116da3300853ca46962f8b5
2028972,Tavin,http://api.openweathermap.org/data/2.5/weather?id=2028972&APPID=6fb692f7f116da3300853ca46962f8b5
3556969,Holguin,http://api.openweathermap.org/data/2.5/weather?id=3556969&APPID=6fb692f7f116da3300853ca46962f8b5
5005247,Pellston,http://api.openweathermap.org/data/2.5/weather?id=5005247&APPID=6fb692f7f116da3300853ca46962f8b5
3026748,Chappes,http://api.openweathermap.org/data/2.5/weather?id=3026748&APPID=6fb692f7f116da3300853ca46962f8b5
5112398,Chenango County,http://api.openweathermap.org/data/2.5/weather?id=5112398&APPID=6fb692f7f116da3300853ca46962f8b5
8067634,Kutaraja,http://api.openweathermap.org/data/2.5/weather?id=8067634&APPID=6fb692f7f116da3300853ca46962f8b5
1638030,Lemito,http://api.openweathermap.org/data/2.5/weather?id=1638030&APPID=6fb692f7f116da3300853ca46962f8b5
2591272,Lukole,http://api.openweathermap.org/data/2.5/weather?id=2591272&APPID=6fb692f7f116da3300853ca46962f8b5
6357436,Fuente de Pedro Naharro,http://api.openweathermap.org/data/2.5/weather?id=6357436&APPID=6fb692f7f116da3300853ca46962f8b5
672525,Namoloasa-Sat,http://api.openweathermap.org/data/2.5/weather?id=672525&APPID=6fb692f7f116da3300853ca46962f8b5
6450317,Biollet,http://api.openweathermap.org/data/2.5/weather?id=6450317&APPID=6fb692f7f116da3300853ca46962f8b5
1217926,Oqtosh,http://api.openweathermap.org/data/2.5/weather?id=1217926&APPID=6fb692f7f116da3300853ca46962f8b5
288712,Bilād aş Şūr,http://api.openweathermap.org/data/2.5/weather?id=288712&APPID=6fb692f7f116da3300853ca46962f8b5
5219003,Westmont,http://api.openweathermap.org/data/2.5/weather?id=5219003&APPID=6fb692f7f116da3300853ca46962f8b5
1642628,Jekulo,http://api.openweathermap.org/data/2.5/weather?id=1642628&APPID=6fb692f7f116da3300853ca46962f8b5
2913290,Gutzkow,http://api.openweathermap.org/data/2.5/weather?id=2913290&APPID=6fb692f7f116da3300853ca46962f8b5
553271,Kamyshla,http://api.openweathermap.org/data/2.5/weather?id=553271&APPID=6fb692f7f116da3300853ca46962f8b5
3087744,Psary,http://api.openweathermap.org/data/2.5/weather?id=3087744&APPID=6fb692f7f116da3300853ca46962f8b5
6553754,Herresbach,http://api.openweathermap.org/data/2.5/weather?id=6553754&APPID=6fb692f7f116da3300853ca46962f8b5
1802315,Longwo,http://api.openweathermap.org/data/2.5/weather?id=1802315&APPID=6fb692f7f116da3300853ca46962f8b5
3178887,Chialamberto,http://api.openweathermap.org/data/2.5/weather?id=3178887&APPID=6fb692f7f116da3300853ca46962f8b5
7261968,New Kingman-Butler,http://api.openweathermap.org/data/2.5/weather?id=7261968&APPID=6fb692f7f116da3300853ca46962f8b5
1265220,Lakhyabad,http://api.openweathermap.org/data/2.5/weather?id=1265220&APPID=6fb692f7f116da3300853ca46962f8b5
7286087,Hinwil,http://api.openweathermap.org/data/2.5/weather?id=7286087&APPID=6fb692f7f116da3300853ca46962f8b5
2925120,Freiham,http://api.openweathermap.org/data/2.5/weather?id=2925120&APPID=6fb692f7f116da3300853ca46962f8b5
6430047,Vieux-Charmont,http://api.openweathermap.org/data/2.5/weather?id=6430047&APPID=6fb692f7f116da3300853ca46962f8b5
2989430,Orcet,http://api.openweathermap.org/data/2.5/weather?id=2989430&APPID=6fb692f7f116da3300853ca46962f8b5
2939921,Collinghorst,http://api.openweathermap.org/data/2.5/weather?id=2939921&APPID=6fb692f7f116da3300853ca46962f8b5
8060966,Trambalan,http://api.openweathermap.org/data/2.5/weather?id=8060966&APPID=6fb692f7f116da3300853ca46962f8b5
6550312,Cursdorf,http://api.openweathermap.org/data/2.5/weather?id=6550312&APPID=6fb692f7f116da3300853ca46962f8b5
664891,Titu,http://api.openweathermap.org/data/2.5/weather?id=664891&APPID=6fb692f7f116da3300853ca46962f8b5
443342,Kasese District,http://api.openweathermap.org/data/2.5/weather?id=443342&APPID=6fb692f7f116da3300853ca46962f8b5
7034888,Bendosari,http://api.openweathermap.org/data/2.5/weather?id=7034888&APPID=6fb692f7f116da3300853ca46962f8b5
2926671,Finsterwald,http://api.openweathermap.org/data/2.5/weather?id=2926671&APPID=6fb692f7f116da3300853ca46962f8b5
1604194,Charoen Sin,http://api.openweathermap.org/data/2.5/weather?id=1604194&APPID=6fb692f7f116da3300853ca46962f8b5
3107701,Torroella de Fluvia,http://api.openweathermap.org/data/2.5/weather?id=3107701&APPID=6fb692f7f116da3300853ca46962f8b5
2983357,Roannes-Saint-Mary,http://api.openweathermap.org/data/2.5/weather?id=2983357&APPID=6fb692f7f116da3300853ca46962f8b5
2595323,Marcory,http://api.openweathermap.org/data/2.5/weather?id=2595323&APPID=6fb692f7f116da3300853ca46962f8b5
727551,Obshtina Rudozem,http://api.openweathermap.org/data/2.5/weather?id=727551&APPID=6fb692f7f116da3300853ca46962f8b5
2323579,Sauri,http://api.openweathermap.org/data/2.5/weather?id=2323579&APPID=6fb692f7f116da3300853ca46962f8b5
761714,Pogorska Wola,http://api.openweathermap.org/data/2.5/weather?id=761714&APPID=6fb692f7f116da3300853ca46962f8b5
2850468,Rankwitz,http://api.openweathermap.org/data/2.5/weather?id=2850468&APPID=6fb692f7f116da3300853ca46962f8b5
1793359,Tangqi,http://api.openweathermap.org/data/2.5/weather?id=1793359&APPID=6fb692f7f116da3300853ca46962f8b5
379261,Al Kiremit al Arakiyyin,http://api.openweathermap.org/data/2.5/weather?id=379261&APPID=6fb692f7f116da3300853ca46962f8b5
531383,Malaya Serdoba,http://api.openweathermap.org/data/2.5/weather?id=531383&APPID=6fb692f7f116da3300853ca46962f8b5
3569741,Abreus,http://api.openweathermap.org/data/2.5/weather?id=3569741&APPID=6fb692f7f116da3300853ca46962f8b5
2647759,Gunnislake,http://api.openweathermap.org/data/2.5/weather?id=2647759&APPID=6fb692f7f116da3300853ca46962f8b5
3681952,Granada,http://api.openweathermap.org/data/2.5/weather?id=3681952&APPID=6fb692f7f116da3300853ca46962f8b5
690312,Vatutine,http://api.openweathermap.org/data/2.5/weather?id=690312&APPID=6fb692f7f116da3300853ca46962f8b5
4387557,Galena,http://api.openweathermap.org/data/2.5/weather?id=4387557&APPID=6fb692f7f116da3300853ca46962f8b5
2853196,Plieskendorf,http://api.openweathermap.org/data/2.5/weather?id=2853196&APPID=6fb692f7f116da3300853ca46962f8b5
6362962,Valpalmas,http://api.openweathermap.org/data/2.5/weather?id=6362962&APPID=6fb692f7f116da3300853ca46962f8b5
775976,Bieniewice,http://api.openweathermap.org/data/2.5/weather?id=775976&APPID=6fb692f7f116da3300853ca46962f8b5
3163394,Alen,http://api.openweathermap.org/data/2.5/weather?id=3163394&APPID=6fb692f7f116da3300853ca46962f8b5
590054,Muusika,http://api.openweathermap.org/data/2.5/weather?id=590054&APPID=6fb692f7f116da3300853ca46962f8b5
6535836,Pettenasco,http://api.openweathermap.org/data/2.5/weather?id=6535836&APPID=6fb692f7f116da3300853ca46962f8b5
2246608,Pourham,http://api.openweathermap.org/data/2.5/weather?id=2246608&APPID=6fb692f7f116da3300853ca46962f8b5
2798024,Frameries,http://api.openweathermap.org/data/2.5/weather?id=2798024&APPID=6fb692f7f116da3300853ca46962f8b5
2656350,Bare,http://api.openweathermap.org/data/2.5/weather?id=2656350&APPID=6fb692f7f116da3300853ca46962f8b5
3450917,Rondinha,http://api.openweathermap.org/data/2.5/weather?id=3450917&APPID=6fb692f7f116da3300853ca46962f8b5
1274899,Chakia,http://api.openweathermap.org/data/2.5/weather?id=1274899&APPID=6fb692f7f116da3300853ca46962f8b5
6172355,Upper Island Cove,http://api.openweathermap.org/data/2.5/weather?id=6172355&APPID=6fb692f7f116da3300853ca46962f8b5
6608930,Utkino,http://api.openweathermap.org/data/2.5/weather?id=6608930&APPID=6fb692f7f116da3300853ca46962f8b5
2704654,Hovmantorp,http://api.openweathermap.org/data/2.5/weather?id=2704654&APPID=6fb692f7f116da3300853ca46962f8b5
2795064,Incourt,http://api.openweathermap.org/data/2.5/weather?id=2795064&APPID=6fb692f7f116da3300853ca46962f8b5
2837530,Schnaudertrebnitz,http://api.openweathermap.org/data/2.5/weather?id=2837530&APPID=6fb692f7f116da3300853ca46962f8b5
6449461,Baudre,http://api.openweathermap.org/data/2.5/weather?id=6449461&APPID=6fb692f7f116da3300853ca46962f8b5
3218939,Oltreacqua,http://api.openweathermap.org/data/2.5/weather?id=3218939&APPID=6fb692f7f116da3300853ca46962f8b5
626188,Lyelchytsy,http://api.openweathermap.org/data/2.5/weather?id=626188&APPID=6fb692f7f116da3300853ca46962f8b5
3514297,Yaxchoj,http://api.openweathermap.org/data/2.5/weather?id=3514297&APPID=6fb692f7f116da3300853ca46962f8b5
7414497,Jeong,http://api.openweathermap.org/data/2.5/weather?id=7414497&APPID=6fb692f7f116da3300853ca46962f8b5
7850372,Mekarjaya,http://api.openweathermap.org/data/2.5/weather?id=7850372&APPID=6fb692f7f116da3300853ca46962f8b5
2507323,Amalou,http://api.openweathermap.org/data/2.5/weather?id=2507323&APPID=6fb692f7f116da3300853ca46962f8b5
4173495,South Miami,http://api.openweathermap.org/data/2.5/weather?id=4173495&APPID=6fb692f7f116da3300853ca46962f8b5
2634307,Weston Turville,http://api.openweathermap.org/data/2.5/weather?id=2634307&APPID=6fb692f7f116da3300853ca46962f8b5
2739516,Folgosinho,http://api.openweathermap.org/data/2.5/weather?id=2739516&APPID=6fb692f7f116da3300853ca46962f8b5
572110,Borovki,http://api.openweathermap.org/data/2.5/weather?id=572110&APPID=6fb692f7f116da3300853ca46962f8b5
2820964,Trostberg an der Alz,http://api.openweathermap.org/data/2.5/weather?id=2820964&APPID=6fb692f7f116da3300853ca46962f8b5
2824806,Sulzbach am Main,http://api.openweathermap.org/data/2.5/weather?id=2824806&APPID=6fb692f7f116da3300853ca46962f8b5
1801984,Luocheng,http://api.openweathermap.org/data/2.5/weather?id=1801984&APPID=6fb692f7f116da3300853ca46962f8b5
1697765,New Lagao,http://api.openweathermap.org/data/2.5/weather?id=1697765&APPID=6fb692f7f116da3300853ca46962f8b5
1714482,Domalanoan,http://api.openweathermap.org/data/2.5/weather?id=1714482&APPID=6fb692f7f116da3300853ca46962f8b5
944540,Ventersburg,http://api.openweathermap.org/data/2.5/weather?id=944540&APPID=6fb692f7f116da3300853ca46962f8b5
2652262,Cottingham,http://api.openweathermap.org/data/2.5/weather?id=2652262&APPID=6fb692f7f116da3300853ca46962f8b5
7043956,Chapurniki,http://api.openweathermap.org/data/2.5/weather?id=7043956&APPID=6fb692f7f116da3300853ca46962f8b5
4207132,Lumpkin County,http://api.openweathermap.org/data/2.5/weather?id=4207132&APPID=6fb692f7f116da3300853ca46962f8b5
2658233,Unterterzen,http://api.openweathermap.org/data/2.5/weather?id=2658233&APPID=6fb692f7f116da3300853ca46962f8b5
6181033,White Sands,http://api.openweathermap.org/data/2.5/weather?id=6181033&APPID=6fb692f7f116da3300853ca46962f8b5
478050,Ust-Kulom,http://api.openweathermap.org/data/2.5/weather?id=478050&APPID=6fb692f7f116da3300853ca46962f8b5
2969421,Vias,http://api.openweathermap.org/data/2.5/weather?id=2969421&APPID=6fb692f7f116da3300853ca46962f8b5
4396967,Mansfield,http://api.openweathermap.org/data/2.5/weather?id=4396967&APPID=6fb692f7f116da3300853ca46962f8b5
6432422,Saint-Martin-Lacaussade,http://api.openweathermap.org/data/2.5/weather?id=6432422&APPID=6fb692f7f116da3300853ca46962f8b5
104376,Marat,http://api.openweathermap.org/data/2.5/weather?id=104376&APPID=6fb692f7f116da3300853ca46962f8b5
5222169,Foster,http://api.openweathermap.org/data/2.5/weather?id=5222169&APPID=6fb692f7f116da3300853ca46962f8b5
939493,Wingate Park,http://api.openweathermap.org/data/2.5/weather?id=939493&APPID=6fb692f7f116da3300853ca46962f8b5
6541139,Sezze,http://api.openweathermap.org/data/2.5/weather?id=6541139&APPID=6fb692f7f116da3300853ca46962f8b5
699311,Novopskov,http://api.openweathermap.org/data/2.5/weather?id=699311&APPID=6fb692f7f116da3300853ca46962f8b5
3127205,Caboalles de Abajo,http://api.openweathermap.org/data/2.5/weather?id=3127205&APPID=6fb692f7f116da3300853ca46962f8b5
1650600,Balaipungut,http://api.openweathermap.org/data/2.5/weather?id=1650600&APPID=6fb692f7f116da3300853ca46962f8b5
525025,Moshenskoye,http://api.openweathermap.org/data/2.5/weather?id=525025&APPID=6fb692f7f116da3300853ca46962f8b5
1153062,Kapoe,http://api.openweathermap.org/data/2.5/weather?id=1153062&APPID=6fb692f7f116da3300853ca46962f8b5
4269447,Cheney,http://api.openweathermap.org/data/2.5/weather?id=4269447&APPID=6fb692f7f116da3300853ca46962f8b5
1707799,Lambunao,http://api.openweathermap.org/data/2.5/weather?id=1707799&APPID=6fb692f7f116da3300853ca46962f8b5
5086624,Goffs Falls,http://api.openweathermap.org/data/2.5/weather?id=5086624&APPID=6fb692f7f116da3300853ca46962f8b5
1901233,Xiliguantun,http://api.openweathermap.org/data/2.5/weather?id=1901233&APPID=6fb692f7f116da3300853ca46962f8b5
4445435,Selma,http://api.openweathermap.org/data/2.5/weather?id=4445435&APPID=6fb692f7f116da3300853ca46962f8b5
5019588,Buffalo,http://api.openweathermap.org/data/2.5/weather?id=5019588&APPID=6fb692f7f116da3300853ca46962f8b5
2911833,Hainewalde,http://api.openweathermap.org/data/2.5/weather?id=2911833&APPID=6fb692f7f116da3300853ca46962f8b5
5386984,Reedley,http://api.openweathermap.org/data/2.5/weather?id=5386984&APPID=6fb692f7f116da3300853ca46962f8b5
6429964,Rognon,http://api.openweathermap.org/data/2.5/weather?id=6429964&APPID=6fb692f7f116da3300853ca46962f8b5
